m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,samplen,typexpr,express,subject
10688.52049656157,2013.7210372861775,-4038.987126830878,6710.048329587561,1235.38650671654,-2798.480288153126,3612.088440388603,721.8898287173317,-1783.7564952285074,9045.823901138137,1286.3247095929396,-3968.896895443014,4029.6528662904693,572.1977237464346,-1807.4569879655232,-404.85316042239157,-11.753551543760501,141.2611972456695,9101.977958466043,824.9356578846488,-4578.683041643353,1756.3603752107247,6.381732433493951,-963.9377163413412,-4724.497033105057,-723.4925054572086,2205.2169957804176,0,N,N,11
11581.344429078734,2023.0787980623875,-4483.691743244453,7494.644882348184,1222.058730310656,-3223.706344453428,4510.573245230976,703.9965590192564,-2293.506413322807,9669.294223849185,1310.2092115029943,-4247.600866741635,4388.270930923452,572.7780970135254,-1988.3851571342252,-236.48902044813826,-33.242753813614556,25.190154767106662,9571.634467831527,846.6064211196956,-4768.162996323485,1733.8936275595845,22.151604239817985,-929.0319464057303,-5236.371585154961,-729.0200388222119,2463.2894895537147,0,N,N,12
12750.114795572958,2195.406277925906,-4943.863909036197,8284.160783636158,1322.423292401449,-3574.4862236557533,5053.214898726774,745.2105999400944,-2586.9045879413825,10632.324147300431,1417.3328238335941,-4679.884244472806,4840.8439117843645,627.4836178795475,-2196.092133259246,-222.9580757875458,-30.197039934129194,9.6850383251155,10517.91316886367,903.3671227460907,-5241.5180741422455,1888.6098158302025,36.87479368220215,-1006.4968687770879,-5785.519891490476,-762.6941494896123,2734.8515375259203,1,N,N,12
12011.270608276083,2057.0844986738707,-4674.789740543292,7811.308746497811,1245.7612988610335,-3375.3497083505963,4767.855260029613,724.2737702579263,-2427.1917567817586,10012.71219682038,1326.6769819097922,-4411.955284609825,4563.687536844502,582.5291408378387,-2074.0045554582694,-200.54043496594454,-28.539182735599333,5.500696203112284,9895.827063844396,848.3187286268865,-4937.542705308437,1778.881776379409,19.56983772852665,-953.1989001328781,-5437.144584799403,-737.8093044877041,2565.4992142896062,2,N,N,12
13076.340286869474,2216.829804948676,-5290.608495327706,8258.385482277312,1382.3057724759046,-3545.259894782935,4562.885701049522,831.790106809901,-2164.6650757516045,11209.86709780362,1518.4239921964452,-5020.213646225976,4990.139244264721,661.4358961212315,-2267.3638292252854,-482.4619118797266,-33.644047090544504,191.02992973061725,11442.543919963708,1137.0229328882606,-5634.6250183563225,2208.6770406427254,44.774583991029886,-1177.4102911193336,-5927.414640543162,-893.3750281825779,2740.3212331624027,0,N,N,13
14140.89816191382,2538.8981938437432,-5468.004647923606,8887.058623459045,1486.8580333042753,-3816.5191286823856,5058.660176420508,766.0696307614686,-2605.4473614578355,12076.530561822128,1712.7038132633106,-5342.777384400895,5282.880421871332,745.0343359822944,-2387.684033022887,-647.1963339610294,-51.1952438669034,233.3702561711101,12403.737491496831,1229.7334746865354,-6194.983805423695,2292.199420119618,100.78244293844574,-1209.50372181083,-6683.292062359135,-889.3891858684815,3191.23175282932,0,N,N,14
14596.223180134202,2377.1286748323773,-5747.297054517732,9543.408475304539,1458.207973182179,-4153.639913674158,6038.08447359225,850.6307420225223,-3071.672691545639,12209.679080697337,1504.8461149070624,-5455.71590622088,5514.315037990734,696.0535787718566,-2516.091736326432,-306.3096600766546,23.337303151743022,75.11323699315722,12286.310353436475,908.4997635434471,-6208.826905138285,2123.451676165965,28.503078005388318,-1145.0047390685754,-6920.303904889299,-781.5959509443478,3328.3358400794405,0,N,N,15
10652.295120903344,2198.68795422105,-3811.1220206026087,6387.665096634404,1296.9213153782362,-2550.673173735355,2890.1952974492674,618.8603178297137,-1464.0248802825151,9207.984877469777,1409.4127794123947,-3985.086062150976,3985.8451625047583,637.9594888238242,-1746.4210620741762,-664.4494459152065,-20.9736154910819,276.69562088915086,9509.648315002338,895.6021780813151,-4834.038539906787,1958.545314002357,63.582440047059805,-1066.7700269555344,-4646.570664719997,-674.3516360985036,2203.1806489873766,0,N,N,16
10247.269761781628,2429.4274725283803,-3242.6121257112018,6317.974621699452,1363.8980020590925,-2470.506369240041,3335.1125539110167,609.2907376303168,-1849.3414248007364,8419.999837962843,1482.3079496317844,-3439.834168985655,3670.5833940961684,649.2307185376001,-1570.002346534147,-473.3863692609492,-42.42204618407084,111.19909588776153,8180.555526638069,801.8738777522311,-4185.989538050551,1431.1644133466793,26.74782490204977,-804.3125777573742,-4507.681619126923,-682.8079687496169,2136.795843203623,0,N,N,17
12873.651352733685,2156.3520842008356,-5204.201664650437,8218.356994928434,1306.4518339994866,-3589.8940534067397,4833.70558894566,747.119177999761,-2403.0377978940155,10978.855745747369,1499.422229062826,-4903.887596025156,4884.657087663045,651.5416198478191,-2224.5454070785727,-458.44809297780125,-38.655661651587025,162.1606318815347,11175.527704924949,1134.6107210040686,-5484.479928496263,2086.3859507707502,81.87307008231622,-1084.2367404933798,-6017.510861437719,-834.7543694754318,2829.2919420833455,0,N,N,18
10381.667478792742,2322.9970466551063,-3462.8920445673975,6238.810217914426,1316.6317570740734,-2461.0405120133914,3034.8541114300415,571.6743537207994,-1651.4488610120177,8817.196651340653,1461.5246316400812,-3681.3516714937796,3735.6473723138906,654.1450165252904,-1600.7749608694794,-675.9412569451896,-37.19632260710351,236.91187970917213,9012.664029113886,846.943155130439,-4563.381825866503,1629.985850944297,70.27093700785483,-880.442596715672,-4754.004915936201,-646.3364239334381,2265.5472201699354,0,N,N,19
14020.197314079458,2419.209071358357,-5614.614063481123,9186.54176878045,1532.606596074638,-3977.768666748053,5679.714561449254,986.1226572503361,-2773.7302136709395,11666.447800445585,1602.7847099238147,-5194.2341839007295,5340.886109311335,715.0254151213189,-2432.6312933730437,-209.04783361756824,-4.451339290093003,32.02005972731234,11476.323670428454,1112.2155150545345,-5677.999323171373,2055.5588232782584,20.185056278839568,-1106.1240697074672,-6360.860493295213,-953.7997733690017,2964.04117675656,0,N,N,20
10876.149695672648,2151.094825140361,-3997.1482803642093,6785.548312758355,1283.0850615389766,-2808.558740507764,3659.4553359078923,672.3647526339737,-1867.5700492094072,9182.336187874063,1386.672578146877,-3915.530433227999,4046.1014243866384,623.8584847455284,-1784.901707235839,-438.28136874852703,-17.04046741002415,113.29934283289066,9206.417894804268,825.4933513898579,-4539.9241336518235,1696.0739756448963,43.17957225532479,-903.9912455054414,-4878.978641038818,-672.2503200467957,2259.6276946880494,0,N,N,21
9653.56061253052,1816.28606507824,-3613.9614920777653,6103.512983019102,1090.5643046952978,-2569.979969311579,3391.6478647973618,590.5370473729445,-1745.1395616720306,8138.766525783416,1162.2043498527441,-3539.014435975294,3651.190346575671,528.5658036155643,-1632.8546012527465,-313.36488842888633,-7.906467416646983,81.19362185517969,8144.569678379558,708.1877297943694,-4080.5543981188093,1556.7789858332228,41.084831169312935,-830.3569534924115,-4288.181431933569,-582.1871384195565,2027.134023442576,0,N,N,22
11594.380093072548,2120.2697308546935,-4495.060880207284,7444.88729128786,1260.7887915670774,-3195.5899732084845,4501.19455904309,642.9228666578242,-2310.7370078062504,9754.991945950977,1450.425171632946,-4266.593049755309,4340.513260901162,654.1920358315235,-1938.5429514727987,-390.19324018968564,-28.643234604930186,116.69351873663209,9793.765360345298,1022.5196146628327,-4818.406109249743,1731.131606120257,119.3698241716524,-887.6687273612151,-5472.741178155264,-704.0499232236775,2604.8678271934723,0,N,N,23
12492.744477049462,3112.2602135764155,-3883.753484837136,7651.544404689277,1790.6489156353775,-2888.687738371224,3755.6281755246787,844.569258433794,-1980.8325131697227,10226.99810989396,1906.1635740260667,-4120.893215789873,4506.808759061991,837.4664144053182,-1892.21567359831,-588.6800743067876,-51.90537875862738,160.97583461274445,9750.832987804773,1039.6110503217728,-4997.456881359878,1830.7636111984352,6.440350247757195,-1049.4565105510787,-5187.347837821168,-923.1267480452731,2404.1224565257794,0,N,N,24
10937.698906949992,2076.4618028444434,-4055.821597421646,6964.090187789495,1190.7108409797775,-2960.4309758542986,4069.4416840747635,563.9081403129056,-2170.0442422181436,9170.709747998533,1371.1808753017249,-3951.7076281233185,4110.2453943244345,609.3105542175125,-1828.510696280353,-356.26364048201225,-31.869749161766553,82.49676796055815,9100.021620624435,883.3676800389986,-4549.784363724279,1699.9277018477565,87.82962958140118,-886.2636005021177,-4963.502547398151,-635.4582371363246,2387.545936544866,0,N,N,25
12560.190208778336,2435.827171692256,-4602.931947784842,8020.142816838072,1405.81949338966,-3383.7849836347477,4720.600120586829,685.5269460017165,-2504.774949700484,10465.530532700861,1587.5119813475062,-4491.017075769365,4695.200292368559,705.3917487207359,-2080.9873500983026,-385.2660783232159,-33.406137695968866,83.83716963904993,10312.984621142292,1000.2769830293561,-5173.436255452156,1882.2869673426076,81.33043876894274,-993.0277894997042,-5692.292601320003,-754.3329422909816,2730.8806406672766,1,N,N,25
10997.897829827749,1609.5429765644656,-4470.96162997478,7288.611874166974,994.0096607201984,-3237.375982345067,4738.537565540656,608.0845304020658,-2416.4146918342267,9198.884268150148,1013.3180237821247,-4196.866406857283,4232.260531694115,457.9607176772112,-1971.5167785459182,-100.51676394185529,10.51781223836408,-4.509638128395693,9225.839456524182,643.3075469257045,-4684.417110008666,1643.7824780253952,0.01703853377551212,-893.2384329424906,-5155.850924562594,-576.5342093712261,2492.5042406884063,0,N,N,26
11023.626465926616,1929.3059804114973,-4294.232340854719,7097.5446991746485,1156.0184681338342,-3069.883912568342,4214.493747515287,644.0729102226582,-2162.907629733195,9269.179353587366,1273.9744429700086,-4111.24335539133,4206.275559925262,563.6517988653065,-1914.1925624139694,-270.9674777788865,-19.408534287999366,65.46839778648749,9230.354757277184,874.6441683171786,-4613.126249861567,1755.5763487273693,51.93209065403411,-932.9571554614068,-4962.84226443037,-685.6522309917965,2359.5978423907986,0,N,N,27
11300.710083045016,1848.4005885965323,-4484.583784331401,7337.6365364027715,1084.237345091819,-3225.207541763089,4646.509235235699,553.4963248497318,-2414.047152800567,9520.237950938936,1243.1581664460296,-4249.531343762713,4251.714764532568,552.0155562972217,-1942.6419018471083,-305.18652081136725,-23.119564102862924,77.93138986245702,9646.863903706391,868.2011142404654,-4806.125014127618,1665.536438615657,83.78253545437624,-869.4057846943533,-5462.426331736744,-614.831052104696,2632.9485576851985,0,N,N,28
10380.3120799121,1689.4609552541065,-4171.155558170275,6771.150262810399,1028.3483061327856,-2978.025516386032,4269.587144823266,606.5829816322512,-2160.4198667798155,8722.517249653063,1127.3021469727244,-3916.5624496940395,3927.628626177228,497.2003840501883,-1802.993719785143,-243.82564313761378,-16.612971415169937,63.717759235619894,8789.696164256085,797.9676953407666,-4386.375863787904,1542.5108485745025,42.75374074375378,-817.9825506634398,-4930.329278848689,-633.460162584176,2351.922410462089,0,N,N,29
11559.190538142004,2415.1750035683503,-4269.876418906873,7079.965954969289,1481.5004850111175,-2847.3904780999906,3518.2393327494037,803.8878098436096,-1678.6971643496518,9858.881762013032,1606.9642679536355,-4217.23969201129,4267.996675867116,726.1375355587851,-1848.351866725089,-661.5399636326807,-27.669980071608308,265.7626649823515,10014.804087446351,1077.0263929581433,-4917.260767774084,1893.2595376324002,70.57189355498771,-1007.72514979339,-5191.61299614814,-835.2478744918492,2377.1922738517255,0,N,N,30
12040.406300090182,1941.9898767414363,-4776.982687552629,7767.9796452700975,1182.2348630033075,-3389.7659374902396,4725.674222202128,701.3537965237168,-2394.8985185372812,10175.54220806015,1246.193200571144,-4572.6957542291,4554.98778415022,552.5839721818534,-2092.448430000324,-345.0333071052178,-7.30494110401645,106.33782212511937,10353.858290256696,813.3788547631801,-5220.886684753235,1868.1740313344642,13.051234243123076,-1009.0269984869359,-5672.612900944805,-700.6660347892024,2711.634585481879,0,N,N,31
8928.514762711264,2020.70768412396,-2794.8396429324157,5567.223669296972,1106.6008876364563,-2232.9597924969753,3132.813267230292,460.84883216917376,-1828.9962352871082,7335.553945429292,1186.0401883773216,-3062.8852940479733,3204.408710288634,536.0557746679117,-1389.4080342934215,-392.16171392980067,-13.287106920134079,100.48280500706653,7239.7921295125825,588.8185643911902,-3843.1589555104474,1238.548601582154,34.127979069991,-692.5672885042213,-4091.011886934033,-501.0305327510256,2046.276290097207,0,N,N,32
9062.743375712529,2044.0712342033034,-3007.1705352341132,5380.653788336327,1172.4076814961657,-2085.6995444155255,2439.445089209993,541.6999312326865,-1297.9275583731935,7726.743206636853,1263.61630294379,-3243.41780043132,3261.8674915704405,551.3010594133766,-1406.6483998677472,-632.0977559662081,-42.19699819884592,227.8007545571513,7922.398882929616,732.5248861631721,-4046.9660009637655,1489.7569176255745,17.358713242041375,-838.0483838645877,-4052.995872396273,-619.0516792108224,1903.4920616091526,0,N,N,33
11064.078226848413,2506.3294107681427,-3637.514349067782,6575.591111358925,1419.4436715252334,-2564.1373611697886,3024.7925026748117,640.6129961437305,-1648.325044427402,9416.4995876991,1546.2173234417899,-3943.8810985174327,3975.3658315854395,671.6989079162781,-1717.7774798317885,-757.3779442281577,-53.5589447430127,262.5115621913287,9640.536340209826,888.8050832649133,-4941.5931917390135,1798.6285397998204,27.000257226168472,-1008.9623221415824,-4964.07768352625,-742.6882284387558,2349.939511318573,1,N,N,33
11862.756204399826,2409.1105944856245,-4270.5296367356295,7341.658240877482,1447.2916951683694,-2986.717651344661,3764.4312285080036,786.614355220592,-1899.5560758032625,10022.992832556474,1508.3521116081358,-4327.627930835511,4426.381568698491,677.6395252240135,-1955.3708165414378,-511.43811108479474,-8.87437072443899,180.24483362100614,10065.244023816458,909.1999272856021,-5101.209809300959,1936.8954102835828,12.114973023518871,-1068.268757883312,-5180.723330980285,-790.0514814006501,2429.470536308375,0,N,N,34
12684.59438803341,2528.8704214512,-4627.860488544808,7867.615292451567,1530.8451449778154,-3222.34829130245,4021.164532588348,859.4703901197331,-2006.9118108396933,10732.283448722244,1590.8986616090956,-4641.11060137465,4772.041974197996,712.2131170680054,-2116.5681597182856,-502.68002975026764,-6.9605863605709,168.588689459607,10750.810215248086,960.1268209904188,-5439.240352425681,2109.5363687269755,2.0333817854824616,-1162.0276145423552,-5465.003814008969,-851.2190021270103,2551.537350879869,1,N,N,34
9787.567881889398,2271.7818028767974,-3365.647611314427,5867.612091769526,1325.6699727788687,-2279.2673147262385,2624.3640816601455,629.1912046463557,-1297.377436981029,8300.544792690578,1505.5090111137831,-3446.0603045802436,3600.4100975523243,653.6838913564097,-1533.6518962585678,-583.3471116860497,-63.96464026568413,208.31199360310546,8239.013246604127,1006.931110714542,-4049.033472746927,1651.1491224548092,70.2544052850408,-887.4135688055267,-4114.257884774893,-754.5319886043983,1856.6120263276275,0,N,N,35
12124.792500517246,2805.109395143754,-4187.801283111383,7216.028593453923,1642.5038404271154,-2793.322725389231,3063.1527140174358,783.8893020082648,-1485.990775316152,10344.590181990858,1862.4873034813995,-4310.1382283630865,4499.680284536438,809.7339291805529,-1920.227904257123,-738.658947961701,-75.27418753466327,275.61116020598854,10299.760721494722,1251.779774510892,-5076.696813442447,2150.0357533316183,83.5465244134108,-1160.3729548089036,-4974.36912333782,-937.4921969251316,2234.615035007286,1,N,N,35
11359.87848726124,2561.604669229532,-3875.0183948971508,6778.369498957702,1541.5131971987892,-2556.3074213965083,2926.9486424235897,795.8414530756758,-1355.2921503610914,9636.28086541106,1586.3028387676445,-4054.057922752877,4144.241771677687,687.3197017711433,-1782.821105090167,-714.9896825158171,-53.92863498169628,273.2677342371382,9702.984947739029,944.6257258014657,-4883.504899055341,1910.2557683461105,-30.22927992020948,-1106.4482676116218,-4795.978341786988,-866.6650600839124,2132.5792822866806,0,N,N,36
12435.952703041956,2728.9810421070956,-4380.748939277284,7449.279902290606,1678.9839004518628,-2835.3257779831597,3226.606159395374,934.0914756817589,-1414.7548801225512,10585.712533368584,1716.39577619749,-4483.353707198676,4570.6150854983825,740.5269211150662,-1971.3817714326792,-796.1212987724316,-55.859640420461886,325.07663767523695,10673.335100414843,1059.56029234266,-5347.118430533434,2152.231035217147,-50.540045652164096,-1244.2865612609633,-5248.8782085820185,-997.3630509620756,2309.9167951067748,1,N,N,36
9006.562480756766,1892.1355904846046,-3007.9305611568357,5593.971508831875,1071.4219602627304,-2266.3974591714436,3098.2059800391935,472.2206544023212,-1738.720898286862,7533.6015423641265,1122.88346448371,-3203.0382683749003,3262.7133522713953,522.3348918562536,-1426.3357316325669,-428.34813626769426,2.319188932639456,129.59404792943363,7646.09897790473,555.8465623607418,-3991.5670850045594,1311.6709706536535,37.77923946342369,-725.1982199308837,-4220.985520254313,-466.93913365447133,2083.0708984005314,0,N,N,37
9349.046851337354,1972.5596866473966,-3108.946704349218,5808.395748686089,1115.3663325301955,-2346.695338665235,3238.6054193863883,481.45179295186756,-1821.8787975436994,7814.057307740379,1171.5194608359516,-3310.25472218555,3372.5321506130695,547.5926411301205,-1467.1906752461068,-453.1967853471275,1.9501879662244264,136.84282664370016,7939.349637618067,573.4063098471782,-4135.825994575262,1333.2751887747477,44.60694362647499,-733.6987170678734,-4426.461146347195,-475.9418165592974,2185.621171291811,1,N,N,37
8544.29441645962,1771.657534987909,-2881.3348516304695,5314.213694533908,1001.7259761727714,-2163.8381568033874,2972.1998331394498,433.02793148957926,-1670.2602560744472,7161.512859725631,1060.4481887252844,-3048.897973376671,3098.6000458709277,495.29468783892366,-1355.0329359158343,-406.7145416346327,3.3104967629137647,122.78412534021109,7290.0696214818,531.2003404502586,-3791.707584388855,1243.7788339859144,44.3289778912862,-681.5681925175917,-4042.452979489157,-429.4887965505558,1998.2910272719296,2,N,N,37
9363.046198104548,2257.6810319401857,-2920.4146301835185,5507.685759883751,1260.724411031007,-2104.4880697812546,2349.106960274092,557.0906269881664,-1308.0677895048375,7925.189865926946,1377.8412334853156,-3261.598416018156,3378.6577838461753,598.1344014492828,-1441.0152461905202,-647.6171820795538,-43.94125715463265,226.67882292324944,7968.278405483305,766.2112441720731,-4114.630248739958,1588.278344665437,20.21812259099123,-886.5913854099092,-3973.4279131845205,-649.5947302138103,1881.7053090604259,0,N,N,38
9832.394323160825,2362.1738100440216,-3079.3086993867073,5798.428017966545,1322.7691034549048,-2220.829018381938,2506.0973220694705,593.6049719940229,-1388.7561060923176,8311.872045861906,1440.2434146221408,-3423.381694276156,3543.7999484632946,623.9327238172374,-1514.144144336591,-676.7871915243212,-47.25893791728515,234.24498892605646,8352.75710734687,800.6730190637701,-4309.105215101674,1655.1745378075357,17.272297290483536,-925.6596952935695,-4191.73827276698,-687.3366541196881,1980.3764122019952,1,N,N,38
9420.284723377164,1983.305883647222,-3166.1510563642214,5844.990831510553,1163.783083760286,-2326.56636986611,3043.5770532753854,580.0773748836941,-1623.249611039146,7863.994467986171,1156.8164508312325,-3357.46112813282,3478.1800126659155,536.6181514291713,-1518.5907635824954,-381.2280692666615,6.130868914136116,125.12655485032067,7858.043479741086,564.8046629269504,-4118.6440236849885,1459.1669904487044,-5.9996691172068495,-826.631997534464,-4123.824182122614,-550.222118664218,1997.9719919852887,0,N,N,39
10184.052935221618,1846.7345581507873,-3698.7211808139027,6633.773316677218,1018.1873882663798,-2862.145529329274,4348.983485435473,418.5572589008871,-2430.4661132819524,8405.829936368218,1159.2115043098238,-3622.970223897907,3741.002889460678,523.8626018679932,-1678.048246174645,-232.27416669657654,-18.623201992868925,-1.6513879493726193,8366.368812704031,644.5196503039192,-4257.363787446875,1304.1808726900726,77.53441133812368,-684.4117507044755,-4987.3674888898995,-461.063229454784,2468.440903383421,0,N,N,40
11285.444830098291,2083.832244612653,-4035.551296687507,7328.261299591189,1151.520975294142,-3138.6055927479056,4738.128073988627,474.72946727375427,-2661.8900955364593,9307.416199324345,1281.833029394978,-4010.069852577943,4147.705109133668,586.5420293411098,-1857.4396489964968,-270.34625133617055,-9.902082983677047,9.72905036339489,9257.085449077278,679.9554045922052,-4752.2327313070355,1475.018248802046,78.2511662725602,-783.0122583389212,-5470.916325567599,-501.2798380042663,2720.818944132781,1,N,N,40
11202.846481976918,2014.780208671871,-4183.17120903774,7144.828359288247,1184.6853593920262,-3048.7640799599676,4145.693177684626,613.3070461008646,-2205.7126152003175,9422.769948750156,1256.5147565117875,-4135.308307100435,4246.478325791208,574.3229317990053,-1920.6409284376873,-305.7224219063024,1.947245069068103,62.62982175495682,9453.663027546618,725.3763603483432,-4808.743424506203,1779.0536800942004,39.987192023279185,-956.442723692621,-5056.561352586513,-601.806757185242,2444.3141778097684,0,N,N,41
12136.128650122871,2171.4900431868787,-4534.560971111188,7828.346413783702,1270.6608380739322,-3354.279420117095,4733.314209226107,645.2715385353837,-2526.8409282954053,10124.33521883297,1355.768902254692,-4436.582399093286,4586.169097003784,619.7046716200989,-2075.945420221236,-252.56486485580774,-2.391492635227209,21.637625864567383,10067.089288501424,781.9017396604338,-5107.423299072443,1815.8189558865724,52.26749615380528,-974.634325409469,-5532.123156133909,-638.2789846799672,2674.6804713788397,1,N,N,41
